epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.7936259;0.656922877741328;0.001;0.99201;0.026425585464457228
1;0.98882216;0.036533904735506544;0.001;0.9954508;0.012814315445210151
2;0.993903;0.02189445248118862;0.001;0.99799097;0.0055206882628777865
3;0.9977829;0.007703984669370977;0.001;0.9946656;0.01595527830222332
4;0.9978753;0.006675529099299678;0.001;0.9991687;0.0025509565000856266
5;0.998291;0.006127905510247666;0.001;0.9990301;0.0032175242967067263
6;0.9996305;0.0020355364112234534;0.001;0.9993072;0.002462438480329021
7;0.9978753;0.006340473784304785;0.001;0.9990532;0.003649231696884448
8;0.99893767;0.0037219690447178504;0.001;0.9989839;0.0033052071161498047
9;0.99949193;0.001776544926472989;0.001;0.9997691;0.0004500665006006852
10;0.9987067;0.005133343800842143;0.001;0.9984759;0.006181819183034229
11;0.99935335;0.002622439530070475;0.001;0.99854517;0.006175048155259027
12;0.99939954;0.00337994289667266;0.001;0.9983373;0.008481685963306472
13;0.9991224;0.0033999329716920008;0.001;0.9996767;0.0010849045736913913
14;0.99898386;0.005519331027868587;0.001;0.9993072;0.0023862304557277646
15;0.99939954;0.002585440154814357;0.001;0.99974597;0.0006059692919193196
16;0.9999076;0.0007793398009020728;0.001;0.99933034;0.002317591138323136
17;0.9995843;0.0019251204837632784;0.001;0.99979216;0.0006079674530348918
18;0.99967664;0.001165265876266778;0.001;0.99923795;0.0029666428321697656
19;0.9996305;0.0014689189629609359;0.001;0.9997229;0.0007985812748894243
20;0.99967664;0.001491388653226775;0.001;0.99960744;0.0009521167585349817
21;0.9998614;0.0004376124864359178;0.001;0.99965364;0.0007398638653402701
22;0.99967664;0.0006935117284069275;0.001;0.99983835;0.0005139056190787656
23;0.9995843;0.0025299814511952207;0.001;0.99946886;0.0019695387464919094
24;0.9969515;0.012274664213738939;0.001;0.99928415;0.00286941027592075
25;0.99898386;0.00431783614057144;0.001;0.99923795;0.0037219364859102126
26;0.998291;0.007697781298798163;0.001;0.99923795;0.003009439567054553
27;0.99903;0.005009534017842395;0.001;0.999261;0.002174161287486775
28;0.99898386;0.00395962472038379;0.001;0.9996305;0.002044673851742383
29;0.99972284;0.00119664039281118;0.001;0.99886847;0.0056414770654649015
30;0.99972284;0.0017598656776425894;0.001;0.9996767;0.0013822109217732376
31;0.9998614;0.00046364565185420185;0.001;0.9997691;0.0008788066269221922
32;0.9999538;0.00027746571517379504;0.001;0.99979216;0.000904392438119506
33;0.9999076;0.00013641305448688944;0.001;0.99928415;0.002528476132858245
34;0.9999076;0.000159818735748903;0.001;0.9996305;0.0013136145590532384
35;0.9999538;9.904865239574531e-05;0.00090000004;0.9996998;0.0011679609778430331
36;0.9999538;0.00015493141327115113;0.00090000004;0.9996998;0.0013015654673207819
37;0.9998614;0.0004435290015833861;0.00090000004;0.9995843;0.0018854897840718408
38;1.0;0.00016152132868442609;0.00090000004;0.99979216;0.0006888976257491307
39;1.0;3.2760927344285615e-05;0.00090000004;0.99983835;0.0006176004774805883
40;0.9999076;0.00040261974380212704;0.00090000004;0.9998153;0.0006166778456766136
41;0.9999538;0.00013380661090996965;0.00090000004;0.9996998;0.0011741631789562714
42;0.9999076;0.0006878177156045293;0.00090000004;0.9996767;0.001326433590059384
43;0.9999076;0.0004930763953523651;0.00090000004;0.9997691;0.001111413161034258
44;0.9999538;0.0003448985761148075;0.00090000004;0.99960744;0.0014729218169279858
45;1.0;6.092832274271368e-05;0.00090000004;0.9998153;0.0009948685994469967
46;0.9996305;0.002031085683624962;0.00090000004;0.99727505;0.02190998565420905
47;0.9977829;0.012235398462878896;0.00090000004;0.9984759;0.007377244510493497
48;0.99972284;0.0012191780488200752;0.00090000004;0.9999538;9.663388228711424e-05
49;0.9998614;0.000706977330571217;0.00090000004;0.99988455;0.00037248344489793295
50;0.9999538;0.000541891835159747;0.00090000004;0.9998614;0.0005843121935726628
51;1.0;5.58462441711203e-05;0.00090000004;0.9999076;0.00045158404543627935
52;0.9998614;0.0002850121818491278;0.00090000004;0.9995843;0.002895161245648952
53;0.99972284;0.0011444441649921472;0.00090000004;0.99979216;0.00036286812973068916
54;0.9999538;0.00022469669786026402;0.00090000004;0.99979216;0.0005474010519548323
55;0.9991686;0.0029093798941579206;0.00090000004;0.99946886;0.003972849069845569
56;0.99949193;0.0029406327651384126;0.00090000004;0.998753;0.006942632024783447
57;0.9998152;0.0007682056111043998;0.00090000004;0.9996767;0.0013256720969711388
58;0.9998614;0.0005397563728927878;0.00090000004;0.9994458;0.0032747399611557978
59;0.99949193;0.006638650227973529;0.00090000004;0.99951506;0.002978021708148097
60;0.9991224;0.004521359071635024;0.00090000004;0.99803716;0.011538980391194015
61;0.99903;0.0054672693084160786;0.00090000004;0.99923795;0.0032127390493119764
62;0.9999538;0.00016486419864517466;0.00090000004;0.99979216;0.0004945279296120014
63;0.9998614;0.0004483327237153442;0.00090000004;0.99928415;0.005499855394949857
64;0.9999538;0.00014377597376477905;0.00090000004;0.9996767;0.0010698109595661941
65;0.99976903;0.0004943781561410783;0.00090000004;0.99988455;0.0007515170604068362
66;1.0;1.667331851044255e-05;0.00090000004;0.9998153;0.0006616422203788539
67;0.9999538;9.309025721951877e-05;0.00090000004;0.9998614;0.0007333220603249683
68;0.99926096;0.006129850843849822;0.00090000004;0.9990763;0.004234749008286896
69;0.99935335;0.003746571313040634;0.00090000004;0.99923795;0.004503858295325566
70;0.99976903;0.0007077259037500497;0.00090000004;0.9995843;0.002964092162375465
71;0.9999076;0.00038282305331058925;0.00090000004;0.99951506;0.0029319027255466927
72;0.9998152;0.0006688991145804513;0.00090000004;0.9993072;0.0028380381618955887
73;1.0;9.365646507795408e-05;0.00090000004;0.99956125;0.0019189280544278143
74;1.0;2.8446109774434495e-05;0.00081000006;0.99960744;0.0017943161875508882
75;1.0;3.3830869458077725e-05;0.00081000006;0.9996305;0.001952635922886424
76;0.9999538;0.0002636863808962248;0.00081000006;0.9997691;0.0012869458040102658
77;1.0;4.728506516583084e-05;0.00081000006;0.9997229;0.001681097520484031
78;0.9999076;0.0001031159708571605;0.00081000006;0.9996767;0.0015912005553726702
79;1.0;1.9562774256246956e-05;0.00081000006;0.9996998;0.0015505144461017857
80;1.0;6.785748181773596e-06;0.00081000006;0.9997229;0.0014960318316862415
81;0.9999538;8.343132056931086e-05;0.00081000006;0.9997229;0.002125469838950688
82;0.99976903;0.0010740090922658114;0.00081000006;0.9992148;0.0031817117242824884
83;0.99930716;0.004822401709906912;0.00081000006;0.99983835;0.0009232497274138507
84;0.99972284;0.001228464101228085;0.00081000006;0.9996998;0.001552641694433933
85;0.99949193;0.004668373751417789;0.00081000006;0.9993534;0.004034983262991123
86;0.9991686;0.006875296788623426;0.00081000006;0.99889153;0.006614258187280046
87;0.9999076;0.0002946622329454052;0.00081000006;0.99979216;0.0015392801446682694
88;0.9999076;0.0009092096934624271;0.00081000006;0.9998153;0.001373214972810834
89;0.9998614;0.0012346534181803918;0.00081000006;0.9995381;0.0022159064251030627
90;0.9999538;7.227740128699941e-05;0.00081000006;0.99960744;0.002727146389873237
91;1.0;2.0805404419577482e-05;0.00081000006;0.9996305;0.00245866114921285
92;1.0;5.581960525633924e-06;0.00081000006;0.99965364;0.002299314739801571
93;1.0;2.3224757591578155e-05;0.00081000006;0.9996998;0.00220419130207917
94;1.0;2.7143714797275092e-05;0.00081000006;0.9996998;0.0023135600757384347
95;1.0;2.0579949817981684e-06;0.00081000006;0.9996998;0.0022834050149258558
96;1.0;1.5961975620818706e-05;0.00081000006;0.9996998;0.002218177464928465
97;0.9999076;0.00028011352152620603;0.00081000006;0.9996767;0.0018912224054917473
98;0.9998614;0.0004214402621307942;0.00081000006;0.99965364;0.0023586290516507276
99;1.0;2.714132343201193e-06;0.0007290001;0.9996767;0.002047772562277821
