epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.13421181;2.839837711226248;0.001;0.13939025;2.524918057278889
1;0.17569546;2.554799963521515;0.001;0.23951219;2.4043574979828626
2;0.21107857;2.451648010516411;0.001;0.23951219;2.4170774576140612
3;0.2103465;2.429222705132674;0.001;0.23951219;2.3581267254527023
4;0.21498291;2.402767095523907;0.001;0.23951219;2.322993061019153
5;0.2237677;2.3575810129436534;0.001;0.23951219;2.288573396147751
6;0.22596389;2.3107263177356936;0.001;0.23951219;2.241453184151068
7;0.2774524;2.1801536260086363;0.001;0.35682926;1.8924723671703805
8;0.37359688;1.845644553095146;0.001;0.49060977;1.4755507145858393
9;0.5053685;1.4776937243646386;0.001;0.62963414;1.1843674938853195
10;0.6068814;1.2007072739277658;0.001;0.67560977;0.9874511401827742
11;0.64348465;1.0779021815330938;0.001;0.71682924;0.8654851444756112
12;0.7057101;0.8835886868690502;0.001;0.76280487;0.7318229274633454
13;0.7262079;0.8273937802829063;0.001;0.7746341;0.6993368985594772
14;0.7625671;0.6951153325403301;0.001;0.81390244;0.5675570260024653
15;0.8091752;0.5745776737278819;0.001;0.8345122;0.5040564599851283
16;0.83357733;0.4845169095687019;0.001;0.8558537;0.42268034155775863
17;0.8455344;0.45370761634897405;0.001;0.8607317;0.42123669814772724
18;0.8694485;0.3647578866196012;0.001;0.8680488;0.4103767778233784
19;0.9009273;0.2919534319401137;0.001;0.8995122;0.32379654070226155
20;0.9238653;0.22748617400055343;0.001;0.90646344;0.3080839532323
21;0.931918;0.1912735194593246;0.001;0.9085366;0.3045464436600848
22;0.9438751;0.16936546904496255;0.001;0.91939026;0.2709948329736547
23;0.95290387;0.13810435786894207;0.001;0.8530488;0.5876646737936067
24;0.8811616;0.40049058702179374;0.001;0.88682926;0.35976784893652286
25;0.93460226;0.22702250995488246;0.001;0.90609753;0.3013834404363865
26;0.9485115;0.14857283430951232;0.001;0.9209756;0.26442378990034143
27;0.96656907;0.10455577239110564;0.001;0.9304878;0.23985862132979602
28;0.97096145;0.08542522563591777;0.001;0.93390244;0.26261063309704386
29;0.9648609;0.09578730864438972;0.001;0.93268293;0.24829587155339738
30;0.977306;0.07000399223838334;0.001;0.93292683;0.2520399468919126
31;0.97535384;0.06786800530469407;0.001;0.93012196;0.2823609679501231
