epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.12207031;3.94367778301239;0.001;0.12487805;2.7425148026794597
1;0.14355469;2.670053243637085;0.001;0.2395664;2.4536489411227427
2;0.20410156;2.5390509366989136;0.001;0.2395664;2.457135319335028
3;0.203125;2.505539834499359;0.001;0.2395664;2.397700232658283
4;0.22070312;2.4524627327919006;0.001;0.2395664;2.3843802603279673
5;0.23828125;2.41103196144104;0.001;0.25821137;2.290704494672739
6;0.24609375;2.3419803380966187;0.001;0.2917073;2.204319145905616
7;0.3173828;2.1852645874023438;0.001;0.39186993;1.9350358896849924
8;0.3857422;1.948474943637848;0.001;0.46363145;1.6289197685014265
9;0.45214844;1.724000245332718;0.001;0.51642275;1.4308707636158642
10;0.49804688;1.5514408946037292;0.001;0.6182114;1.2079886654851237
11;0.56152344;1.3697368204593658;0.001;0.68672085;0.9975590419640062
12;0.6171875;1.1758232414722443;0.001;0.7403794;0.8635005996802312
13;0.68359375;1.0599754750728607;0.001;0.76585364;0.8967441359251173
14;0.69140625;1.0091098695993423;0.001;0.79284555;0.6812221124582497
15;0.73339844;0.8435188829898834;0.001;0.8107317;0.6331206688389869
16;0.7685547;0.7578606307506561;0.001;0.8195122;0.5668638863343857
17;0.7919922;0.6581857353448868;0.001;0.8381572;0.5234732673937066
18;0.82421875;0.5894619226455688;0.001;0.85387534;0.4691746527328078
19;0.8251953;0.530471920967102;0.001;0.86406505;0.43243568180053216
20;0.84375;0.48588819056749344;0.001;0.87512195;0.3949332390148142
21;0.88183594;0.37251725047826767;0.001;0.8793496;0.3790596222554442
22;0.8847656;0.37999048829078674;0.001;0.8911653;0.34329960346868044
23;0.91015625;0.28568878024816513;0.001;0.89224935;0.32871800046626143
24;0.9140625;0.26992247998714447;0.001;0.8996206;0.3201897089073288
25;0.92089844;0.23404785990715027;0.001;0.90168023;0.29811261094359526
26;0.93847656;0.19165057688951492;0.001;0.90590787;0.301420871177663
27;0.94433594;0.1718669831752777;0.001;0.90807587;0.29824993039857406
28;0.9482422;0.1478958148509264;0.001;0.9132791;0.28353822398961076
29;0.95703125;0.14395299181342125;0.001;0.91653115;0.2766075400579979
30;0.94921875;0.14315561763942242;0.001;0.91598916;0.2718836705297797
31;0.97265625;0.10376223642379045;0.001;0.919458;0.26334968953274773
32;0.9609375;0.10868625715374947;0.001;0.91685635;0.27961432880825465
33;0.9707031;0.09716730378568172;0.001;0.92;0.26339538835978915
34;0.96972656;0.08987902663648129;0.001;0.919458;0.26764691597077905
35;0.9824219;0.06897299364209175;0.001;0.9288889;0.26181620124878924
36;0.9824219;0.05457119923084974;0.001;0.9294309;0.27346797398484846
37;0.9814453;0.05968766566365957;0.001;0.9304065;0.28561771638994293
38;0.9785156;0.07060718536376953;0.001;0.9319241;0.25480177240966134
39;0.98535156;0.058016400784254074;0.001;0.9323577;0.2432686798746993
40;0.9794922;0.055850776843726635;0.001;0.9319241;0.24876219892889503
41;0.98046875;0.05391128733754158;0.001;0.92379403;0.2917431921267574
42;0.98535156;0.05278136674314737;0.001;0.92271;0.29939412353822814
43;0.9824219;0.04770625662058592;0.001;0.91696477;0.35560114888640926
44;0.9863281;0.04976528510451317;0.001;0.92260164;0.29605371506051803
45;0.98828125;0.05033436510711908;0.001;0.92596203;0.2772496859555645
46;0.98828125;0.04104356374591589;0.001;0.9283469;0.2656469865284638
47;0.9902344;0.029311497695744038;0.001;0.93311656;0.25572991587418487
48;0.99316406;0.023995399940758944;0.001;0.93311656;0.26423739380690303
49;0.9902344;0.027013415470719337;0.001;0.93246615;0.2888173631041604
50;0.99316406;0.023451704531908035;0.001;0.93116534;0.3062331591259819
51;0.99316406;0.017922867671586573;0.001;0.9325745;0.2998042978111624
52;0.9892578;0.023267304757609963;0.001;0.9320325;0.29839884863968874
53;0.99316406;0.02342783589847386;0.001;0.93149054;0.28110038103542395
54;0.99121094;0.03170700278133154;0.001;0.9295393;0.28138324005312226
55;0.98828125;0.023571790661662817;0.001;0.9285637;0.28241837532822356
56;0.9951172;0.014773227274417877;0.001;0.9293225;0.2875596853844862
57;0.9941406;0.025727636413648725;0.001;0.93398374;0.2840101527814377
58;0.9921875;0.023358202073723078;0.001;0.93149054;0.30724722808333893
59;0.9951172;0.013440215610899031;0.001;0.9287805;0.31663442133564934
60;0.9902344;0.022000527707859874;0.001;0.9312737;0.3065014894900283
61;0.99316406;0.01930776285007596;0.001;0.9310569;0.3115649211632917
62;0.9970703;0.01467166654765606;0.001;0.93474257;0.27299497039418236
63;0.9970703;0.011020468082278967;0.001;0.9363686;0.2505690002890662
64;0.9902344;0.02450895425863564;0.001;0.93658537;0.24841751277285218
65;0.9970703;0.011810412630438805;0.001;0.93593496;0.26494507958249347
66;0.9980469;0.00806190021103248;0.001;0.93084013;0.3199927089839851
67;0.9970703;0.010908877244219184;0.001;0.93300813;0.33168502763635543
