epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.37292495;2.2688728910978635;0.001;0.43595937;1.827546731500292
1;0.43184474;1.7606583104279656;0.001;0.43595937;1.4590846953006462
2;0.5412672;1.243905216671469;0.001;0.63754904;0.9625590075941568
3;0.6621464;0.9273848290585011;0.001;0.7643315;0.6522153700081422
4;0.76034606;0.6883155440013209;0.001;0.8642822;0.4691331029834709
5;0.8403086;0.46699618114219915;0.001;0.90927035;0.29329330513327395
6;0.8611176;0.39383665759178255;0.001;0.9230889;0.24003881874271868
7;0.8989946;0.2986621930062952;0.001;0.93547887;0.19238773485644056
8;0.9162965;0.253066391177843;0.001;0.94566095;0.16268172878104836
9;0.941314;0.18676138071220055;0.001;0.95633656;0.1381020396854968
10;0.9513678;0.1521885331919574;0.001;0.96646667;0.11221170284024505
11;0.96399343;0.10975129344919338;0.001;0.9728824;0.09258275570151911
12;0.9735796;0.08955684574597457;0.001;0.9775838;0.07750555283860909
13;0.98012626;0.06539865967294783;0.001;0.97810334;0.07953899093352558
14;0.98223054;0.05604621915458964;0.001;0.9818177;0.07153973402263132
15;0.9869067;0.04462580503545299;0.001;0.97683054;0.08770573900775905
16;0.98784196;0.045916097879284364;0.001;0.97872674;0.07404398469363668
17;0.9885434;0.0322100748746772;0.001;0.9797657;0.08361345442237073
18;0.9892448;0.03356116814837156;0.001;0.9793501;0.07724101619762598
19;0.9925181;0.029863459470744775;0.001;0.983584;0.06852061310391379
20;0.9943886;0.022560108113778732;0.001;0.98093456;0.07978628521849052
21;0.9941548;0.025602873507516947;0.001;0.9793761;0.08063565424245445
22;0.9915829;0.02796419990341087;0.001;0.9802852;0.07572865308579525
23;0.99649286;0.014606592455530016;0.001;0.98379177;0.07738137296820796
24;0.9943886;0.022927429492421828;0.001;0.9798436;0.08579923687311876
25;0.9941548;0.02077540022919644;0.001;0.98075277;0.08145257842308819
26;0.9948562;0.01819786514110492;0.001;0.980519;0.08021955395683902
27;0.9946224;0.018381778558481877;0.001;0.98402554;0.07058110885052511
28;0.9967267;0.012180891447052315;0.001;0.9847788;0.0715581355519566
29;0.9974281;0.008764867069894744;0.001;0.9841035;0.07819006490975702
30;0.9976619;0.009459049942946118;0.001;0.9847269;0.07605183513414587
31;0.9978957;0.007210911906382902;0.001;0.9850905;0.07472516341099249
32;0.9978957;0.008030273162459125;0.001;0.9834022;0.08193412754582625
33;0.99812955;0.006047203532452326;0.001;0.98012936;0.11441937954978555
34;0.99812955;0.006146264477581332;0.001;0.9851165;0.08724386344968772
35;0.99649286;0.011661609773900163;0.001;0.9836619;0.08011541134080097
36;0.99649286;0.009330621045383304;0.001;0.9813502;0.0869683161830372
37;0.99368715;0.016979918929515024;0.001;0.9811683;0.08791153576478465
38;0.99602526;0.014650057610960514;0.001;0.9799216;0.0954018630945279
39;0.9974281;0.009475809196707036;0.001;0.9835061;0.08004885997635107
40;0.9974281;0.009896695157998608;0.001;0.98075277;0.1027311926947163
41;0.9978957;0.0049047187050298875;0.001;0.9821814;0.08603617239029068
42;0.9978957;0.005373516590978747;0.001;0.9814281;0.09816133286795736
43;0.9992986;0.003899225749486745;0.001;0.9842853;0.08724874175715167
44;0.998831;0.0034449812830947314;0.001;0.98579186;0.08062440597751537
45;0.99906474;0.0027874192085470075;0.001;0.9826489;0.11408533514414658
46;0.9983633;0.0055249717343717935;0.001;0.9841554;0.07606742910467351
47;0.9992986;0.0029276382885596772;0.001;0.9869347;0.0873855477234011
48;0.99812955;0.00539465620689162;0.001;0.9851165;0.08466029244721401
49;0.998831;0.0042351280963879336;0.001;0.98454505;0.09328949570417011
50;0.9992986;0.004351102826393477;0.001;0.98527235;0.0938275179780317
51;0.99906474;0.0037963229798996436;0.001;0.9852204;0.07826244908184993
52;0.9983633;0.0038235569173530673;0.001;0.98311645;0.09674618015864848
53;0.9995324;0.0024923654340042846;0.001;0.9836619;0.11101329704470973
